id,title,actual_label,predicted_label,tokens_used,processing_time,model,prompt_type
1512,Zayn Malik And Gigi Hadid: ‘Second Wives Club’ Star Shiva Safai Dishes On The ‘Amazing Kids’,real,fake,314,0.8119962215423584,gpt-4-turbo,zero_shot
427,Hollywood Mourns Death of ‘Legendary’ Harry Dean Stanton: ‘The Definition of Cool’,fake,real,290,0.9423840045928955,gpt-4-turbo,zero_shot
1844,Khloe Kardashian opens up about 'anxiety' becoming a working mom,real,real,286,0.6643500328063965,gpt-4-turbo,zero_shot
1622,How Kelsea Ballerini Went From Keith Urban's Biggest Fan to Biggest Opening Act,real,fake,290,0.6030128002166748,gpt-4-turbo,zero_shot
476,Ellen DeGeneres and Portia de Rossi Exchange Loving Anniversary Tributes in Celebration of Nine Years of Marriage,fake,real,293,0.8489699363708496,gpt-4-turbo,zero_shot
1574,Sarah Ferguson: Why she was invited to Prince Harry’s wedding but NOT Prince William’s,real,fake,290,0.8965291976928711,gpt-4-turbo,zero_shot
459,"Brad Pitt, Girlfriend Neri Oxman ‘Talk on the Phone Several Times a Day’",fake,fake,290,1.0474038124084473,gpt-4-turbo,zero_shot
1459,The Winners and Losers From Thanksgiving Day Football,real,real,281,0.7237749099731445,gpt-4-turbo,zero_shot
1566,Aubrey O'Day shares lingerie snaps amid Trump Jr. divorce drama,real,fake,287,0.6741859912872314,gpt-4-turbo,zero_shot
661,Bindi Irwin Does NOT Believe Chandler Powell Is Late Dad ’ s Reincarnation  Despite Late And Wrong Report,fake,fake,296,0.8533098697662354,gpt-4-turbo,zero_shot
976,Drake Thinks Chris Brown’s ‘Comment Creeping’ On Rihanna Is ‘Sad & Desperate’,fake,fake,292,0.8109498023986816,gpt-4-turbo,zero_shot
1985,Rob Kardashian Shows Support for Ex Rita Ora During ‘Girls’ Backlash,real,real,287,0.6553151607513428,gpt-4-turbo,zero_shot
738,Is Ben Affleck really Throwing Dinner Parties Just to Have Single Ladies Over? Find out here Full Story! – Married Biography,fake,fake,313,0.7240369319915771,gpt-4-turbo,zero_shot
614,Amber Rose Asked Club Not To Play Songs By Her Exes,fake,fake,297,0.6992871761322021,gpt-4-turbo,zero_shot
1377,Today Show & Good Morning America Epic Halloween Costumes 2017,real,real,285,0.5248250961303711,gpt-4-turbo,zero_shot
1814,Cheryl (singer),real,fake,277,0.5799839496612549,gpt-4-turbo,zero_shot
647,Justin Bieber Explains Why He's Not in a Relationship: 'I Got My Heart Broken',fake,fake,291,0.6349968910217285,gpt-4-turbo,zero_shot
725,Gwen Stefani Did Order Blake Shelton To Weight  Report,fake,fake,285,0.687809944152832,gpt-4-turbo,zero_shot
418,Watch Jenna Dewan Sizzle In Dance Off With J.Lo In 'World Of Dance' Trailer,fake,real,291,0.6910281181335449,gpt-4-turbo,zero_shot
562,Halle Berry & Boyfriend Alex Da Kid Break Up - theJasmineBRAND,fake,real,301,0.754364013671875,gpt-4-turbo,zero_shot
1390,Suzette Quintanilla on Kim Kardashian and Demi Lovato's costumes,real,real,287,0.7646279335021973,gpt-4-turbo,zero_shot
768,"Despite Rihanna-Leonardo DiCaprio rumors, actor is single, rep says",fake,real,288,1.250615119934082,gpt-4-turbo,zero_shot
642,PTC Analysis of YouTube Finds Explicit Content is One Click Away from Children,fake,real,286,1.2977683544158936,gpt-4-turbo,zero_shot
524,People can't stop wondering if Selena Gomez reacted to Justin Bieber's engagement — but everyone's concern is unnecessary and sexist,fake,fake,297,0.6539080142974854,gpt-4-turbo,zero_shot
389,Gwen Stefani Baggy Tee,fake,fake,279,1.0333151817321777,gpt-4-turbo,zero_shot
156,Brad Pitt and Jennifer Aniston 'busted' over Aspen reunion,fake,fake,286,1.2300217151641846,gpt-4-turbo,zero_shot
612,Kim Kardashian ‘Worried Sick’ Kanye West’s Feud With JAY-Z Will Cause Relapse https://tmbw.news/kim-kardashian-worried-sick-kanye-wests-fe…,fake,fake,315,0.8165180683135986,gpt-4-turbo,zero_shot
270,Here's Why Kylie Jenner Decided to Stop Sharing Pictures of Stormi,fake,fake,287,1.0236098766326904,gpt-4-turbo,zero_shot
1626,"Danielle Herrington Photos, Sports Illustrated Swimsuit 2018",real,real,285,1.0319221019744873,gpt-4-turbo,zero_shot
1041,Mission: Impossible – Fallout Trailer Features Epic Stunts and a Disrupted Wedding.,real,real,287,0.9097769260406494,gpt-4-turbo,zero_shot
775,Josh Duhamel Meets Jennifer Garner's Kids,fake,fake,283,0.8165040016174316,gpt-4-turbo,zero_shot
1919,"Kim, Khloé & Rob Kardashian Enjoy Kris Jenner's Valentine's Dinner - and a Kanye West Sing-Along",real,real,295,0.8368842601776123,gpt-4-turbo,zero_shot
217,"Meryl Streep And Nicole Kidman Feud On ‘Big Little Lies’ Set, Reports ‘Closer Weekly’",fake,fake,296,0.6549639701843262,gpt-4-turbo,zero_shot
592,CONFIRMED: Brad Pitt and Jennifer Aniston - 'They're back on!',fake,fake,309,1.146122932434082,gpt-4-turbo,zero_shot
700,Mariah Carey’s twins steal spotlight at Hollywood Walk of Fame,fake,real,284,0.8404688835144043,gpt-4-turbo,zero_shot
1987,Dennis Quaid to Play George W. Bush in Katrina: American Crime Story,real,real,287,0.6879832744598389,gpt-4-turbo,zero_shot
1553,"Report: Jay Cutler Expected to Retire, May Return to TV",real,real,286,1.1440367698669434,gpt-4-turbo,zero_shot
1227,"This Photo Of Kim Kardashian, Chrissy Teigen, Kanye West & John Legend At Ellen DeGeneres' 60th Birthday Is Perfect",real,real,300,1.0207409858703613,gpt-4-turbo,zero_shot
1308,Last Man on Earth Cancelled at Fox,real,real,280,0.5700259208679199,gpt-4-turbo,zero_shot
1895,Met Gala: Jennifer Lopez glitters in Balmain with Alex Rodriguez,real,real,285,0.8020920753479004,gpt-4-turbo,zero_shot
1901,Kandi Burruss Explodes Over Rape Accusation on 'Real Housewives of Atlanta' Reunion (Video),real,fake,296,0.9749670028686523,gpt-4-turbo,zero_shot
1409,"From Erinn Hayes to T.J. Miller, These Stars Left Their Hit TV Shows",real,real,301,42.337794065475464,gpt-4-turbo,zero_shot
1253,Jay-Z explains why the rise of Trump is 'actually a great thing',real,fake,287,0.9030787944793701,gpt-4-turbo,zero_shot
791,Selena Gomez Wants ‘Perfect BF’ After Failed Justin Bieber Romance: Her Deal Breakers Revealed,fake,fake,293,0.7029759883880615,gpt-4-turbo,zero_shot
95,People are freaking out that Laura Dern may have snubbed Reese Witherspoon after Emmy win,fake,fake,293,0.733119010925293,gpt-4-turbo,zero_shot
733,Selena Gomez & Justin Bieber: She’s Hoping They Can Double Date With Taylor Swift & Joe Alwyn,fake,fake,295,2.8881540298461914,gpt-4-turbo,zero_shot
878, BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,fake,fake,317,0.9151442050933838,gpt-4-turbo,zero_shot
510,Kate Middleton Forbids Prince William From Solo Travel Following His Recent Flirty Ski Trip,fake,fake,290,1.8953781127929688,gpt-4-turbo,zero_shot
962,Khloe Kardashian Recalls Being in Delivery Room When Kylie Jenner Gave Birth,fake,real,287,0.7241129875183105,gpt-4-turbo,zero_shot
91,Wings of Fury: From Vietnam to the Gulf War the Astonishing True,fake,fake,287,0.8182480335235596,gpt-4-turbo,zero_shot
214,Kanye West Confronts Kim Kardashian’s Rumored Other Man — Report,fake,fake,287,1.4312493801116943,gpt-4-turbo,zero_shot
474,Robert Pattinson & Kristen Stewart: Is His Ex-Fiancee FKA Twigs Pissed Over Their Reunion?,fake,fake,304,2.4616401195526123,gpt-4-turbo,zero_shot
674,Has Jennifer Aniston 'confronted' Selena Gomez over Justin Theroux friendship?,fake,fake,297,0.7271499633789062,gpt-4-turbo,zero_shot
160,Caitlyn Jenner Did NOT Take Over ‘ Celebrity Apprentice  ’ One Year After False Report,fake,real,289,0.7711977958679199,gpt-4-turbo,zero_shot
406,Trump Votes For Death Penalty For Being Gay,fake,fake,281,0.6473040580749512,gpt-4-turbo,zero_shot
455,"» Brad Pitt, Neri Oxman Designing “Love Nest” Together?Gossip Site",fake,fake,299,1.0211198329925537,gpt-4-turbo,zero_shot
875,High Heel Hell! Crippling Cait Facing Knee Surgery After Refusing To Ditch Stilettos,fake,fake,302,0.8712680339813232,gpt-4-turbo,zero_shot
71,Angelina Jolie Gets ‘Aggressive’ With Major Makeover!,fake,fake,294,0.6615498065948486,gpt-4-turbo,zero_shot
1850,The Voice (U.S. season 12),real,real,281,0.9232568740844727,gpt-4-turbo,zero_shot
471,Kendall Jenner Limiting Her ‘KUWTK’ Appearances: Why You’ll Barely See Her On TV,fake,fake,309,1.70977783203125,gpt-4-turbo,zero_shot
747,Jessica Simpson ‘Diet Or Die’ Crisis,fake,fake,282,0.9516150951385498,gpt-4-turbo,zero_shot
1797,Blake Shelton Says His ‘Karma’ Tweet Was a ‘Personal Thing’,real,real,287,0.714547872543335,gpt-4-turbo,zero_shot
1116,How to Set Curls Like Shakira: Celebrity Stylist Tips,real,fake,286,0.9205090999603271,gpt-4-turbo,zero_shot
47,"Iggy Azalea Sued for Failing to Pay $300,000 Credit Card Debt",fake,real,291,1.6373732089996338,gpt-4-turbo,zero_shot
64,Channing Tatum and Jenna Dewan Split After 9 Years of Marriage,fake,real,287,0.6663100719451904,gpt-4-turbo,zero_shot
313,Jessica Simpson Getting $1 Billion Dollar Divorce?,fake,fake,289,0.6621413230895996,gpt-4-turbo,zero_shot
1907,Second Wives Club's Katie Cazorla Compares Herself to Classy Co-Star Shiva Safai: I'm So Opposite of Her,real,fake,303,0.7137601375579834,gpt-4-turbo,zero_shot
1665,"Jennifer Hudson and David Otunga Break Up, Singer Receives Protective Order Against Ex-Fiance",real,real,290,0.8200912475585938,gpt-4-turbo,zero_shot
401,Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,fake,fake,302,0.7152330875396729,gpt-4-turbo,zero_shot
1144,Amber Portwood Reacts to Ex-Fiance Matt Baier’s Surprise Marriage,real,fake,288,1.0241022109985352,gpt-4-turbo,zero_shot
1260,"Will & Grace is back, and so is the debate over its place in LGBTQ history",real,real,289,0.7142269611358643,gpt-4-turbo,zero_shot
1711,A Buffy the Vampire Slayer Reboot Is Officially Happening–With a New Twist,real,real,289,0.8163378238677979,gpt-4-turbo,zero_shot
1014,Angelina Pivarnick,real,fake,279,0.9217262268066406,gpt-4-turbo,zero_shot
724,Peta Murgatroyd Talks Surprise Pregnancy and Maksim Chmerkovskiy's Reaction: 'He Thought I Was Kidding!',fake,real,309,0.7161710262298584,gpt-4-turbo,zero_shot
242,Stories About Jamie Foxx In Miami While Katie Holmes Is In Paris Are Meaningless,fake,fake,289,1.1253681182861328,gpt-4-turbo,zero_shot
1142,"Garrett County Chamber of Commerce, MD",real,fake,280,0.8153440952301025,gpt-4-turbo,zero_shot
1580,"Survivor’s Jenna Morasco Arrested After Allegedly Biting Cop, Apparent Overdose",real,fake,292,0.8202390670776367,gpt-4-turbo,zero_shot
1905,Here’s Why Gwyneth Paltrow’s Ex-Husband Chris Martin Might Walk Her Down the Aisle,real,fake,295,0.7804238796234131,gpt-4-turbo,zero_shot
566,Lopez /López (accent on people's names),fake,fake,283,0.9327781200408936,gpt-4-turbo,zero_shot
1362,Amber Heard walks arm-in-arm with beau Vito Schnabel while grocery shopping in LA,real,real,289,0.648468017578125,gpt-4-turbo,zero_shot
1012,Every Single Kardashian Christmas Card — From The '80S 'Til Rn,real,fake,289,0.8278231620788574,gpt-4-turbo,zero_shot
1345,King Peppy,real,fake,276,0.6658439636230469,gpt-4-turbo,zero_shot
812,Everything That Happened in Selena and Abel Tesfaye's Dating Relationship,fake,fake,288,1.3026869297027588,gpt-4-turbo,zero_shot
492,Caitlyn Heads to the Capitol: Jenner Rep Addresses Reports of Inaugural Dance with Trump,fake,fake,291,0.6512141227722168,gpt-4-turbo,zero_shot
897,Is Beyonce At The 2018 Grammys? Twitter Is Searching For The Star,fake,fake,297,0.655022144317627,gpt-4-turbo,zero_shot
216,Has Taylor Swift Become the Cersei Lannister of Pop Music?,fake,fake,293,0.9807970523834229,gpt-4-turbo,zero_shot
288,Angelina Jolie's nanny breaks silence to claim she is unfairly demonizing Brad Pitt,fake,fake,290,0.649390697479248,gpt-4-turbo,zero_shot
929,Is Britney Spears Planning A Secret Wedding In Las Vegas?,fake,fake,291,0.665816068649292,gpt-4-turbo,zero_shot
1301,CNN's Anthony Bourdain dead at 61,real,real,281,0.8600659370422363,gpt-4-turbo,zero_shot
1684,Jenny Slate Joins Chris Evans' Family for Christmas,real,real,282,0.9154360294342041,gpt-4-turbo,zero_shot
1937,Jeremy London Arrested for Domestic Violence,real,real,279,0.9231328964233398,gpt-4-turbo,zero_shot
378,Jennifer Aniston and Justin Theroux Split 'Lovingly' After Two Years of Marriage,fake,real,290,0.6130528450012207,gpt-4-turbo,zero_shot
857,Prince Harry and Meghan Markle house-hunting in Cotswolds,fake,fake,286,0.9218018054962158,gpt-4-turbo,zero_shot
1888,Selena Gomez Accepting Anxiety & Depression as Lifelong Struggles Is a Comforting Insight,real,real,291,0.6116230487823486,gpt-4-turbo,zero_shot
161,"Sarah Silverman, Kate Beckinsale Writing Comedy Series Together?",fake,fake,292,0.7158198356628418,gpt-4-turbo,zero_shot
1224,Alex Rodriguez is Jennifer Lopez's biggest fan as at the MTV VMAs,real,fake,287,1.038696050643921,gpt-4-turbo,zero_shot
1406,JAY-Z Shares New ‘Footnotes for “The Story of O.J.”‘ Video,real,real,302,1.2383248805999756,gpt-4-turbo,zero_shot
85,MOM BARES HER SOUL ON MEG OF HER HEART – HOPES RIFT IS HEALED BY ACTRESS’ SPLIT WITH QUAID,fake,fake,319,0.7920117378234863,gpt-4-turbo,zero_shot
565,Kim Kardashian Gets Hysterical Over Lost Earring on Kardashians,fake,fake,286,1.023859977722168,gpt-4-turbo,zero_shot
1816,Are You the One's Kathryn Palmer Defends Robby Hayes Amid Bachelor in Paradise Cheating Rumors,real,fake,293,0.8331401348114014,gpt-4-turbo,zero_shot
1927,Amber Heard’s Beau Elon Musk Is a Perfect Gentleman on Date Night,real,fake,287,0.6360077857971191,gpt-4-turbo,zero_shot
1578,"Gwyneth Paltrow's Super-Starry Engagement Party: Reese Witherspoon, Jennifer Aniston, More Celebrate",real,real,297,0.6750040054321289,gpt-4-turbo,zero_shot
1282,Watch Fergie Awkwardly Crash the Stage Not Once But Twice at Last Night’s TrevorLIVE Gala,real,fake,296,1.0219171047210693,gpt-4-turbo,zero_shot
1319,ABC News Radio,real,real,287,0.820530891418457,gpt-4-turbo,zero_shot
1010,Gus kenworthy reveals what it's really like to pose nude for espn the magazine's body issue:,real,real,292,0.612860918045044,gpt-4-turbo,zero_shot
1958,Cast of 'Roseanne' describes 'surreal' return to iconic set,real,real,288,1.0235216617584229,gpt-4-turbo,zero_shot
701,Selena Gomez & The Weeknd In ‘Vogue’ Together? A Sexy Shoot May Be In The Works,fake,fake,302,0.8179271221160889,gpt-4-turbo,zero_shot
138,REPORT: Teresa Giudice Getting $500K to Film Joe Deportation Spinoff,fake,fake,303,0.9193568229675293,gpt-4-turbo,zero_shot
1235,Tim McGraw collapses on stage in Ireland,real,real,280,0.8172318935394287,gpt-4-turbo,zero_shot
1440,Stacy London On Her Year Of Going Broke,real,real,293,0.7168030738830566,gpt-4-turbo,zero_shot
1197,Royal complexion: Meghan Markle’s ‘PERFECT SKIN’ secrets revealed by skin care expert,real,fake,293,0.7185792922973633,gpt-4-turbo,zero_shot
102,New Intimate Details of Tristan Thompson's Affair Prove It's Worse Than Khloé Kardashian Knows (EXCLUSIVE),fake,fake,310,1.5341949462890625,gpt-4-turbo,zero_shot
1682,Tom Daley and Dustin Lance Black share wedding photos,real,real,282,0.5504217147827148,gpt-4-turbo,zero_shot
460,Beyonce looks amazing in Instagram snap: defiant against online trolls,fake,fake,297,2.320058822631836,gpt-4-turbo,zero_shot
553,Chris Soules loses legal battle to have felony dropped,fake,real,282,1.0510668754577637,gpt-4-turbo,zero_shot
555,Angelina Jolie ’ s Dad Begging She Get Help For Eating Disorder  Report,fake,fake,290,1.5667381286621094,gpt-4-turbo,zero_shot
805,Pope Francis To Followers: “Koran And Holy Bible Are The Same”,fake,fake,287,1.2301759719848633,gpt-4-turbo,zero_shot
372,Angelina’s kids speak out: We want to live with our dad and Jennifer Aniston,fake,fake,291,0.8684251308441162,gpt-4-turbo,zero_shot
1126,Mindy Kaling finally speaks about her surprise pregnancy,real,fake,283,1.4393441677093506,gpt-4-turbo,zero_shot
1872,United Airlines Announces 10 Policy Changes in Response to Passenger Removal Incident,real,real,286,0.6712870597839355,gpt-4-turbo,zero_shot
1754,Jane Fonda didn't think she'd make it to 30: I thought 'I'd die lonely and an addict',real,fake,297,1.0889358520507812,gpt-4-turbo,zero_shot
1587,25 celebrities you had no idea got their start on reality TV,real,fake,286,0.9934871196746826,gpt-4-turbo,zero_shot
646,Video: Elsa Pataky doesn't attend Avengers premiere with Chris Hemsworth,fake,real,287,1.1060600280761719,gpt-4-turbo,zero_shot
1296,"Prince Harry: I sought counselling after 20 years of not thinking about the death of my mother, Diana, and two years of total chaos in my life",real,real,303,1.0262761116027832,gpt-4-turbo,zero_shot
1378,Jessie james decker: 7 reasons this country darling is just like us,real,fake,288,0.8175492286682129,gpt-4-turbo,zero_shot
1945,Keira Knightley Is All Tied Up and More Best Dressed Stars,real,fake,288,0.5971040725708008,gpt-4-turbo,zero_shot
776,'Justin Bieber and Selena Gomez are moving in together and couldn't be happier',fake,fake,289,0.7126882076263428,gpt-4-turbo,zero_shot
1910,Stephen Colbert to Host 2017 Emmy Awards,real,real,281,1.012840986251831,gpt-4-turbo,zero_shot
1908,"Margot Robbie, Salma Hayek Chill Out at Independent Spirit Awards",real,real,286,0.6351501941680908,gpt-4-turbo,zero_shot
1136,Bruno Mars Is A Huge Cardi B Fan: ‘You Possess Something That Can’t Be Taught”,real,fake,294,0.779407262802124,gpt-4-turbo,zero_shot
1725,Jacob Tremblay Finally Meets Ryan Reynolds After Hunting Him Down in Tokyo -- See the Epic Pic!,real,fake,301,0.8645739555358887,gpt-4-turbo,zero_shot
795,Why Selena Gomez Wasn't the Woman for Justin Bieber After All,fake,fake,287,0.6491990089416504,gpt-4-turbo,zero_shot
191,Ivanka Trump issues direct condemnation of 'white supremacy and neo-nazis',fake,real,286,0.7387399673461914,gpt-4-turbo,zero_shot
508,Kim Banned Troubled Kanye From Fashion Week,fake,fake,282,1.8502130508422852,gpt-4-turbo,zero_shot
1748,Here are the Oscar red carpet fashions we can’t stop talking about,real,fake,288,0.7678592205047607,gpt-4-turbo,zero_shot
1813,Ludacris and Vanessa Hudgens to Host the 2017 Billboard Music Awards,real,real,288,0.8002529144287109,gpt-4-turbo,zero_shot
461,Miley Cyrus and Liam Hemsworth Relationship Timeline,fake,real,281,0.7775349617004395,gpt-4-turbo,zero_shot
1603,Viola Davis’ husband lands role in ‘How to Get Away with Murder’,real,real,287,2.013715982437134,gpt-4-turbo,zero_shot
1864,Rise Of The Teenage Mutant Ninja Turtles Character Photos Suggest It's A Prequel,real,real,291,0.8288280963897705,gpt-4-turbo,zero_shot
1843,‘I support her’: Matt Smith breaks silence on Claire Foy pay gap and says The Crown producers 'made amends',real,real,296,0.6895711421966553,gpt-4-turbo,zero_shot
345,Scott Disick’s Worst Fear Is That His Youngest Son Reign Isn’t His (EXCLUSIVE),fake,fake,304,0.8542730808258057,gpt-4-turbo,zero_shot
1290,"U.S. women's figure skating Olympic team set: Bradie Tennell, Mirai Nagasu, Karen Chen",real,real,295,1.1621103286743164,gpt-4-turbo,zero_shot
804,"Caitlyn Jenner, 68, escorts gal pal Sophia Hutchins, 21, to Nobu Malibu in her $200K purple Porsche",fake,real,301,0.6041128635406494,gpt-4-turbo,zero_shot
159,Megyn Kelly,fake,fake,276,1.1788582801818848,gpt-4-turbo,zero_shot
1573,Mischa Barton's ex-boyfriend agrees he won't release sex tape,real,fake,287,0.8201892375946045,gpt-4-turbo,zero_shot
1571,Valerie Jarrett responds to Roseanne's racist Twitter rant: 'A teaching moment',real,real,288,0.6549339294433594,gpt-4-turbo,zero_shot
32,Ohio student suspended for staying in class during National Walkout Day,fake,real,284,0.6516261100769043,gpt-4-turbo,zero_shot
1805,The Versace Family Rips American Crime Story in Second Statement,real,real,284,1.1920042037963867,gpt-4-turbo,zero_shot
1477,"Serena Williams’ Star-Studded Wedding: See Kim Kardashian, Eva Longoria and More Famous Friends Arrive OlodoMusic Hub",real,fake,298,0.6295099258422852,gpt-4-turbo,zero_shot
937,Angelina Jolie & Sean Penn Talking ‘A Lot’ Claims Source — He Thinks She’s ‘Amazing & Stunningly Beautiful’,fake,fake,312,0.7788381576538086,gpt-4-turbo,zero_shot
683,Angelina Jolie Syrian Refugee Hunger Strike Vs Tom Cruise’s Pooh,fake,fake,287,0.7121038436889648,gpt-4-turbo,zero_shot
1991,Kim Kardashian,real,fake,275,0.5721800327301025,gpt-4-turbo,zero_shot
1328,The Song in Your Heart,real,fake,278,1.8075752258300781,gpt-4-turbo,zero_shot
454,"Khloe Kardashian's Family ""Heartbroken"" Over Tristan Thompson Cheating Reports: Everything We Know",fake,fake,292,0.5942447185516357,gpt-4-turbo,zero_shot
880,Michael Phelps Returning to Swimming? The Best Celebrity April's Fool Day Jokes,fake,fake,295,0.6755650043487549,gpt-4-turbo,zero_shot
698,Amanda Seyfried Shares the 'Good Advice' She Used When Introducing Her Dog Finn to Her Baby Girl,fake,real,293,0.9792001247406006,gpt-4-turbo,zero_shot
1209,‘Empire’ Season 5: Flashback Shows Damon Cross’ Seductive Introduction to Cookie (Exclusive Video),real,real,294,0.8160281181335449,gpt-4-turbo,zero_shot
1784,How Kanye West Found Balance in His Life After His Breakdown,real,fake,285,0.9009709358215332,gpt-4-turbo,zero_shot
848,Pregnant & Alone? Bradley Cooper & Fianceé Irina Shayk’s ‘Relationship On The Rocks’,fake,fake,302,1.1288011074066162,gpt-4-turbo,zero_shot
